timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,27,1,23,1
2,27,1,23,1
3,27,1,23,1
4,27,1,23,1
5,27,1,23,1
6,27,1,23,1
7,27,1,23,1
8,27,1,23,1
9,27,1,23,1
10,27,1,23,1
11,27,1,23,1
12,27,1,23,1
13,27,1,23,1
14,27,1,23,1
15,27,1,23,1
16,27,1,23,1
17,27,1,23,1
18,27,1,23,1
19,27,1,23,1
20,27,1,23,1
21,27,1,23,1
22,27,1,23,1
23,27,1,23,1
24,27,1,23,1
25,27,1,23,1
26,27,1,23,1
27,27,1,23,1
28,27,1,23,1
29,27,1,23,1
30,27,1,0,0
