timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,169,4,0,0
2,15141,1,0,0
3,15166,3,0,0
4,15180,6,0,0
5,15180,2,0,0
6,15181,2,0,0
7,15197,1,0,0
8,15249,4,0,0
9,15169,1,0,0
10,15189,1,0,0
11,15178,4,0,0
12,15186,2,0,0
13,15218,1,0,0
14,15208,3,0,0
15,15199,2,0,0
16,15204,2,0,0
17,15194,1,0,0
18,15208,2,0,0
19,15213,3,0,0
20,15217,1,0,0
21,15213,2,0,0
22,15212,3,0,0
23,15206,1,0,0
24,15209,2,0,0
25,15212,0,0,0
26,15217,3,0,0
27,15199,2,0,0
28,15208,4,0,0
29,15205,3,0,0
30,15197,1,0,0
