timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,516800,7547572,0,101848
2,516800,7547572,0,101856
3,516800,7547572,0,101856
4,516800,7547572,0,101860
5,516800,7547572,0,101860
6,516800,7547572,0,101868
7,516800,7547572,0,101884
8,516800,7547572,0,101884
9,516800,7547572,0,101884
10,516800,7547572,0,101920
11,516800,7547572,0,101920
12,516800,7547572,0,101924
13,516800,7547572,0,101924
14,516800,7547572,0,101936
15,516800,7547572,0,101936
16,516800,7547572,0,101936
17,516800,7547572,0,101936
18,516800,7547572,0,101952
19,516800,7547572,0,101960
20,516832,7547572,0,101972
21,516832,7547572,0,0
22,516832,7547572,0,0
23,516832,7547572,0,0
24,516832,7547572,0,0
25,516832,7547572,0,0
26,516832,7547572,0,0
27,516832,7547572,0,0
28,516832,7547572,0,0
29,516832,7547572,0,0
30,516832,7547572,0,0
