timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1910,357,1095,382
2,72927,12353,47127,13238
3,71682,13218,48122,13760
4,73592,13143,48976,15017
5,71278,12926,46516,13713
6,73999,12884,47314,13284
7,73112,13083,48200,14535
8,71560,12926,47939,13442
9,72720,13640,49520,13394
10,75015,13417,48163,12862
11,71706,14507,47689,15366
12,72498,14135,47621,14935
13,71707,14131,46437,15621
14,73936,13874,48048,14741
15,73106,14339,47965,14992
16,72599,14437,48907,15288
17,62813,11988,41753,12550
18,63111,11688,40455,12214
19,61359,11719,39674,11333
20,62757,12026,41008,12042
21,24193,4619,0,0
22,28,0,0,0
23,26,0,0,0
24,27,0,0,0
25,26,0,0,0
26,26,0,0,0
27,28,0,0,0
28,26,0,0,0
29,27,0,0,0
30,26,0,0,0
