timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,16669,8619922820,16669.0,8220.599,0.016669
2,18221,9355641990,18221.0,8922.235,0.018221
3,17285,8902569030,17285.0,8490.151,0.017285
4,16534,8543886270,16534.0,8148.085,0.016534
5,15522,8044142600,15522.0,7671.492,0.015522
6,15816,8210374230,15816.0,7830.023,0.015816
7,15881,8221386420,15881.0,7840.525,0.015881
8,15743,8149544990,15743.0,7772.012,0.015743
9,15672,8121227930,15672.0,7745.006,0.015672
10,15679,8131715730,15679.0,7755.008,0.015679
11,15650,8128569390,15650.0,7752.008,0.015650
12,15758,8164227910,15758.0,7786.014,0.015758
13,15843,8205130330,15843.0,7825.022,0.015843
14,15890,8247605920,15890.0,7865.530,0.015890
15,14571,7579008670,14571.0,7227.906,0.014571
16,14086,7328350250,14086.0,6988.859,0.014086
17,14369,7469411160,14369.0,7123.386,0.014369
18,15680,8134337680,15680.0,7757.509,0.015680
19,15644,8115459640,15644.0,7739.505,0.015644
20,14037,7286399050,14037.0,6948.852,0.014037
21,14462,7521850160,14462.0,7173.395,0.014462
22,15746,8166849860,15746.0,7788.515,0.015746
23,15792,8174191320,15792.0,7795.516,0.015792
24,15329,7950801180,15329.0,7582.475,0.015329
25,15272,7943459720,15272.0,7575.474,0.015272
26,15575,8067215760,15575.0,7693.496,0.015575
27,15397,7993801160,15397.0,7623.483,0.015397
28,16066,8330459540,16066.0,7944.545,0.016066
29,15700,8103398670,15700.0,7728.003,0.015700
30,15656,8109166960,15656.0,7733.504,0.015656
