timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,499804,7290408,0,0
2,499804,7290408,0,0
3,499804,7290408,0,0
4,499804,7290408,0,0
5,499804,7290408,0,0
6,499804,7290408,0,0
7,499804,7290408,0,0
8,499804,7290408,0,0
9,499804,7290408,0,0
10,499804,7290408,0,0
11,499804,7290408,0,0
12,499804,7290408,0,0
13,499804,7290408,0,0
14,499804,7290408,0,0
15,499804,7290408,0,0
16,499804,7290408,0,0
17,499804,7290408,0,0
18,499804,7290408,0,0
19,499804,7290408,0,0
20,499804,7290408,0,0
21,499804,7290408,0,0
22,499804,7290408,0,0
23,499804,7290408,0,0
24,499804,7290408,0,0
25,499804,7290408,0,0
26,499804,7290408,0,0
27,499804,7290408,0,0
28,499804,7290408,0,0
29,499804,7290408,0,0
30,499804,7290408,0,0
