timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,28,4,24,0
2,28,4,24,0
3,28,4,24,0
4,28,4,24,0
5,28,4,24,0
6,28,4,24,0
7,28,4,24,0
8,28,4,24,0
9,28,4,24,0
10,28,4,24,0
11,28,4,24,0
12,28,4,24,0
13,28,4,24,0
14,28,4,24,0
15,28,4,24,0
16,28,4,24,0
17,28,4,24,0
18,28,4,24,0
19,28,4,24,0
20,28,4,24,0
21,28,4,24,0
22,28,4,24,0
23,28,4,24,0
24,28,4,24,0
25,28,4,24,0
26,28,4,0,0
27,28,4,0,0
28,28,4,0,0
29,28,4,0,0
30,28,4,0,0
