timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,839,216,1260,304
2,14779,4912,36954,5496
3,14989,5073,38689,5845
4,15210,4964,36859,6057
5,14567,4838,36391,5554
6,15147,5161,38278,5674
7,15262,4844,38320,5965
8,14918,5094,38161,5938
9,15247,4766,36285,5708
10,15227,4792,37831,5851
11,14986,5010,35851,5676
12,15005,5060,38846,6168
13,14971,4734,37106,5883
14,15051,1033,0,0
15,15187,4,0,0
16,15196,4,0,0
17,15175,6,0,0
18,15201,0,0,0
19,15211,4,0,0
20,15216,2,0,0
21,15211,8,0,0
22,15204,1,0,0
23,15206,3,0,0
24,15211,3,0,0
25,15191,2,0,0
26,15230,0,0,0
27,15198,4,0,0
28,15191,3,0,0
29,15219,3,0,0
30,15202,0,0,0
