timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,284,0,109,0
2,16873,8,7176,9
3,16848,7,6812,9
4,16848,11,6735,6
5,16967,0,7053,7
6,16813,9,6817,3
7,16788,9,6511,3
8,16899,6,7086,3
9,16906,5,7195,4
10,16790,9,6536,4
11,16780,8,6584,10
12,16912,10,7116,10
13,16894,4,6931,2
14,16656,8,6124,6
15,16710,6,6382,4
16,16835,7,6758,7
17,16690,9,6230,6
18,17311,0,8700,5
19,17169,9,8275,4
20,16722,3,6460,4
21,16886,11,6996,11
22,16950,3,7330,9
23,16874,7,6992,9
24,16822,8,6814,1
25,15422,7,0,0
26,15184,2,0,0
27,15203,5,0,0
28,15206,2,0,0
29,15215,5,0,0
30,15215,1,0,0
