timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,154,183,213,255,71,967,152,28
2,171,235,367,645,70,1188,179,53
3,176,235,330,633,81,1130,182,49
4,185,259,369,644,85,1121,194,55
5,183,267,417,1022,77,3149,197,83
6,195,273,409,717,80,1149,204,61
7,184,260,390,830,80,3939,195,87
8,153,184,225,295,70,692,152,29
9,152,182,211,258,70,944,150,28
10,151,181,208,236,74,661,149,26
11,153,181,213,252,73,626,150,26
12,151,181,210,250,69,590,149,27
13,152,182,213,261,71,1009,150,29
14,151,181,212,278,66,615,149,27
15,152,182,211,255,69,626,150,26
16,152,182,215,314,74,3279,150,34
17,152,181,211,249,69,1013,150,28
18,152,182,223,274,73,686,150,28
19,152,181,209,240,69,653,149,26
20,151,181,209,252,70,1030,149,28
21,151,180,209,255,68,639,149,27
22,152,181,211,255,70,637,150,26
23,151,181,208,249,71,598,149,26
24,151,181,212,250,69,1048,149,28
25,152,181,212,263,68,647,150,27
26,153,182,210,246,67,631,150,27
27,151,181,210,248,70,577,149,26
28,152,181,211,252,70,1099,150,28
29,152,181,211,252,73,593,149,26
30,152,181,211,250,66,635,149,27
