timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,6985,29309060,6985.0,27.951,0.006985
2,8840,37092640,8840.0,35.374,0.008840
3,8820,37008720,8820.0,35.294,0.008820
4,8210,34449160,8210.0,32.853,0.008210
5,7822,32821112,7822.0,31.301,0.007822
6,7852,32926012,7852.0,31.401,0.007852
7,8010,33609960,8010.0,32.053,0.008010
8,8580,36001680,8580.0,34.334,0.008580
9,8149,34193204,8149.0,32.609,0.008149
10,0,0,0.0,0.000,0.000000
11,0,0,0.0,0.000,0.000000
12,0,0,0.0,0.000,0.000000
13,0,0,0.0,0.000,0.000000
14,400,1678400,400.0,1.601,0.000400
15,8330,34952680,8330.0,33.333,0.008330
16,8589,36039444,8589.0,34.370,0.008589
17,8550,35875800,8550.0,34.214,0.008550
18,8520,35749920,8520.0,34.094,0.008520
19,8602,36093992,8602.0,34.422,0.008602
20,8480,35582080,8480.0,33.934,0.008480
21,8560,35917760,8560.0,34.254,0.008560
22,8552,35884192,8552.0,34.222,0.008552
23,8670,36379320,8670.0,34.694,0.008670
24,8700,36505200,8700.0,34.814,0.008700
25,8720,36589120,8720.0,34.894,0.008720
26,8527,35749920,8527.0,34.094,0.008527
27,8710,36547160,8710.0,34.854,0.008710
28,8616,36152736,8616.0,34.478,0.008616
29,8540,35833840,8540.0,34.174,0.008540
30,8688,36454848,8688.0,34.766,0.008688
