timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,1134,1267,4439,5231,387,5279,1267,546
2,1116,1168,1560,2751,431,2853,1125,118
3,1115,1166,1215,2755,942,2853,1117,70
4,1150,1258,2519,4763,170,4935,1192,269
5,1172,1331,3491,6263,205,6411,1253,406
6,1180,1386,3011,4979,143,5139,1246,361
7,1166,1309,2815,4535,648,4811,1223,312
8,1129,1184,1526,4143,992,4231,1147,212
9,1127,1183,2539,4327,820,4419,1156,269
10,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0
14,1127,1185,1279,1400,1009,1400,1127,50
15,1129,1188,3723,4739,986,4819,1183,370
16,1128,1181,1458,3999,981,4065,1146,210
17,1128,1182,2451,4695,758,4803,1152,253
18,1128,1182,2555,4435,963,4539,1157,273
19,1128,1183,1439,4431,165,4567,1144,232
20,1127,1182,3143,5151,796,5239,1162,318
21,1127,1181,2377,4119,475,4231,1151,233
22,1126,1180,2203,4619,916,4663,1152,244
23,1126,1182,1276,3731,932,3853,1138,146
24,1127,1181,1260,3641,760,3727,1132,101
25,1126,1177,1239,2503,327,2599,1129,70
26,1129,1188,3297,4627,102,4731,1155,343
27,1128,1182,1226,3457,959,3559,1131,94
28,1127,1183,1532,5287,968,5447,1144,218
29,1128,1181,2381,4111,964,4215,1154,248
30,1126,1176,1244,4027,976,4103,1134,138
