timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1748,327,1173,195
2,71733,11656,54264,12032
3,71431,12358,54060,12561
4,72635,12068,52993,12343
5,70360,11821,50031,12741
6,70495,12289,52288,12274
7,70771,12291,49647,12844
8,72800,11801,54253,12576
9,71206,12332,51397,12937
10,70183,12653,51512,12789
11,69888,12906,50089,13276
12,70589,12776,49693,13098
13,71628,12222,52552,12555
14,70955,12555,51668,12742
15,70723,13072,51136,12499
16,68027,12920,47722,12532
17,71570,12587,51397,12940
18,71133,12886,52550,12825
19,69674,12926,50539,12736
20,69021,13006,48829,13045
21,34628,6523,-1712281,-426076
22,26,0,0,0
23,28,0,0,0
24,27,0,0,0
25,26,0,0,0
26,26,0,0,0
27,26,0,0,0
28,28,1,0,0
29,27,0,0,0
30,26,0,0,0
