timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,72583,304558268,72583.0,290.449,0.072583
2,74709,313478964,74709.0,298.957,0.074709
3,74860,314112560,74860.0,299.561,0.074860
4,60001,251764196,60001.0,240.101,0.060001
5,54499,228677804,54499.0,218.084,0.054499
6,50225,210744100,50225.0,200.981,0.050225
7,49060,205855760,49060.0,196.319,0.049060
8,52496,220273216,52496.0,210.069,0.052496
9,52205,219052180,52205.0,208.904,0.052205
10,20026,84029096,20026.0,80.136,0.020026
11,6329,26556484,6329.0,25.326,0.006329
12,6404,26871184,6404.0,25.626,0.006404
13,6300,26434800,6300.0,25.210,0.006300
14,6231,26145276,6231.0,24.934,0.006231
15,6207,26044572,6207.0,24.838,0.006207
16,6268,26300528,6268.0,25.082,0.006268
17,6143,25776028,6143.0,24.582,0.006143
18,6289,26388644,6289.0,25.166,0.006289
19,6262,26275352,6262.0,25.058,0.006262
20,6194,25990024,6194.0,24.786,0.006194
21,6331,26564876,6331.0,25.334,0.006331
22,6387,26799852,6387.0,25.558,0.006387
23,6306,26459976,6306.0,25.234,0.006306
24,6271,26313116,6271.0,25.094,0.006271
25,6379,26766284,6379.0,25.526,0.006379
26,6377,26757892,6377.0,25.518,0.006377
27,6322,26527112,6322.0,25.298,0.006322
28,6314,26493544,6314.0,25.266,0.006314
29,6309,26472564,6309.0,25.246,0.006309
30,6312,26485152,6312.0,25.258,0.006312
