timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,496500,7547572,0,101316
2,496500,7547572,0,101324
3,496500,7547572,0,101344
4,496500,7547572,0,101348
5,496500,7547572,0,101348
6,496500,7547572,0,101348
7,496500,7547572,0,101356
8,496500,7547572,0,101360
9,496500,7547572,0,101376
10,496500,7547572,0,101380
11,496500,7547572,0,101388
12,496500,7547572,0,101408
13,496500,7547572,0,101416
14,496500,7547572,0,101424
15,496500,7547572,0,101424
16,496500,7547572,0,101428
17,496500,7547572,0,101428
18,496500,7547572,0,101440
19,496500,7547572,0,101456
20,496500,7547572,0,101460
21,496500,7547572,0,101460
22,496508,7547572,0,101460
23,496508,7547572,0,0
24,496508,7547572,0,0
25,496508,7547572,0,0
26,496508,7547572,0,0
27,496508,7547572,0,0
28,496508,7547572,0,0
29,496508,7547572,0,0
30,496508,7547572,0,0
