timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,158.8,217.4,376.3,4.1,0.3,4.4
2,159.9,221.4,381.4,4.1,0.3,4.4
3,160.8,225.6,386.3,4.1,0.3,4.4
4,161.7,229.6,391.3,4.2,0.3,4.5
5,162.6,233.9,396.4,4.2,0.3,4.5
6,163.4,238.0,401.4,4.2,0.3,4.5
7,164.3,242.1,406.4,4.2,0.3,4.5
8,165.1,246.3,411.4,4.2,0.3,4.5
9,165.9,250.4,416.3,4.2,0.3,4.5
10,166.7,254.7,421.4,4.3,0.3,4.6
11,167.6,258.8,426.4,4.3,0.4,4.6
12,168.4,263.1,431.4,4.3,0.4,4.6
13,169.1,267.4,436.5,4.3,0.4,4.6
14,169.9,271.7,441.6,4.3,0.4,4.6
15,170.8,276.0,446.8,4.3,0.4,4.7
16,171.5,280.2,451.7,4.3,0.4,4.7
17,172.3,284.4,456.8,4.3,0.4,4.7
18,173.1,288.8,461.9,4.3,0.4,4.7
19,173.9,293.1,467.0,4.3,0.4,4.7
20,174.8,297.3,472.1,4.3,0.4,4.7
21,175.6,301.6,477.3,4.4,0.4,4.8
22,176.2,304.6,480.8,4.4,0.4,4.8
23,176.2,304.6,480.8,0.0,0.0,0.0
24,176.2,304.6,480.8,0.0,0.0,0.0
25,176.2,304.6,480.8,0.0,0.0,0.0
26,176.2,304.6,480.8,0.0,0.0,0.0
27,176.2,304.7,480.9,0.0,0.0,0.0
28,176.2,304.7,480.9,0.0,0.0,0.0
29,176.2,304.7,480.9,0.0,0.0,0.0
30,176.2,304.7,480.9,0.0,0.0,0.0
