timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,58,67,88,138,50,744,59,10
2,57,68,91,138,48,182,59,8
3,57,66,87,138,48,520,58,8
4,81,116,151,199,53,603,86,22
5,85,122,161,199,59,2583,90,34
6,94,137,187,288,60,3743,99,51
7,81,128,169,240,56,2691,89,41
8,64,73,98,146,56,172,66,8
9,64,74,116,152,56,753,66,11
10,63,72,98,142,54,173,64,8
11,62,72,93,145,55,168,64,7
12,65,75,108,152,55,662,67,10
13,64,72,92,145,54,165,64,7
14,63,74,97,146,55,674,65,9
15,63,72,92,137,55,161,64,7
16,63,73,95,140,55,158,65,7
17,63,71,89,143,55,712,64,8
18,63,73,95,143,54,859,65,10
19,64,73,96,149,54,671,65,9
20,63,73,98,149,55,194,65,8
21,63,73,92,148,54,677,65,9
22,63,72,95,144,55,161,64,8
23,63,71,90,141,55,164,64,7
24,63,72,91,142,56,701,64,9
25,62,72,93,141,54,423,63,8
26,63,72,95,146,55,673,64,9
27,64,74,97,147,55,168,65,8
28,64,74,96,148,55,161,66,8
29,63,73,96,145,55,745,65,10
30,64,73,96,144,55,205,65,8
