timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,328,1,1056,0
2,26727,93,62070,103
3,27705,116,58302,79
4,27455,116,60967,108
5,27372,107,58957,110
6,27534,102,60188,108
7,26960,139,57038,119
8,28331,113,57884,102
9,27476,159,57483,105
10,27318,101,58721,92
11,27921,140,58836,91
12,27819,98,57721,74
13,27496,114,58100,115
14,27615,140,57760,148
15,27654,123,56333,122
16,27525,103,58136,108
17,27948,118,59114,105
18,27981,103,58070,111
19,27309,131,58249,100
20,26882,98,59495,93
21,26892,115,59927,90
22,26560,102,55639,101
23,27258,111,57372,87
24,26368,101,54066,96
25,26,0,0,0
26,28,0,0,0
27,26,0,0,0
28,25,0,0,0
29,26,0,0,0
30,26,0,0,0
