timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,517312,7545444,0,616352
2,517312,7545444,0,616352
3,517312,7545444,0,616352
4,517312,7545444,0,616352
5,517312,7545444,0,616352
6,517312,7545444,0,616352
7,517316,7545444,0,616352
8,517316,7545444,0,616352
9,517332,7545444,0,616352
10,517332,7545444,0,616352
11,517336,7545444,0,619804
12,517344,7545444,0,619832
13,517348,7545444,0,619832
14,517356,7545444,0,619832
15,517356,7545444,0,619840
16,517356,7545444,0,0
17,517356,7545444,0,0
18,517356,7545444,0,0
19,517356,7545444,0,0
20,517356,7545444,0,0
21,517356,7545444,0,0
22,517356,7545444,0,0
23,517356,7545444,0,0
24,517356,7545444,0,0
25,517356,7545444,0,0
26,517356,7545444,0,0
27,517356,7545444,0,0
28,517356,7545444,0,0
29,517356,7545444,0,0
30,517356,7545444,0,0
