timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,279,0,107,0
2,16816,6,6990,6
3,16740,5,6426,1
4,16787,13,6562,7
5,17133,7,7786,15
6,16744,6,6470,7
7,16785,11,6472,5
8,16859,10,6816,1
9,16985,12,7615,10
10,16720,8,6486,3
11,16720,11,6501,10
12,16767,10,6738,6
13,16804,14,6870,14
14,16689,10,6408,11
15,16959,15,7431,7
16,16825,11,6787,12
17,16768,4,6907,8
18,16804,5,6960,3
19,16828,4,6938,1
20,16782,3,6789,8
21,16967,5,7495,5
22,16848,7,7178,10
23,16924,10,7221,2
24,16843,7,6824,3
25,15539,8,0,0
26,15195,5,0,0
27,15203,11,0,0
28,15200,1,0,0
29,15217,4,0,0
30,15190,2,0,0
