timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,1497,242514,1497.0,0.231,0.001497
2,1707,276534,1707.0,0.264,0.001707
3,1713,277506,1713.0,0.265,0.001713
4,1493,241866,1493.0,0.231,0.001493
5,1370,221940,1370.0,0.212,0.001370
6,1468,237816,1468.0,0.227,0.001468
7,1598,258876,1598.0,0.247,0.001598
8,1698,275076,1698.0,0.262,0.001698
9,1542,249804,1542.0,0.238,0.001542
10,1690,273780,1690.0,0.261,0.001690
11,1894,306828,1894.0,0.293,0.001894
12,1572,254664,1572.0,0.243,0.001572
13,1588,257256,1588.0,0.245,0.001588
14,1719,278478,1719.0,0.266,0.001719
15,1791,290142,1791.0,0.277,0.001791
16,1496,242352,1496.0,0.231,0.001496
17,1558,252396,1558.0,0.241,0.001558
18,1566,253692,1566.0,0.242,0.001566
19,1607,260334,1607.0,0.248,0.001607
20,1516,245592,1516.0,0.234,0.001516
21,1764,285768,1764.0,0.273,0.001764
22,1590,257580,1590.0,0.246,0.001590
23,1616,261792,1616.0,0.250,0.001616
24,1593,258066,1593.0,0.246,0.001593
25,1697,274914,1697.0,0.262,0.001697
26,1622,262764,1622.0,0.251,0.001622
27,1754,284148,1754.0,0.271,0.001754
28,1693,274266,1693.0,0.262,0.001693
29,1717,278154,1717.0,0.265,0.001717
30,1612,261144,1612.0,0.249,0.001612
