timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,85375,118527,3336191,4472831,73984,4509695,203337,531202
2,113215,178559,2418687,4468735,85824,5410815,246144,481950
3,87103,103231,1167359,2349055,67456,4390911,135864,247352
4,67775,98815,1483775,2697215,64608,4456447,125391,271409
5,67455,70207,1902591,2803711,65856,3805183,114352,293164
6,66687,69119,1959935,4427775,65184,5464063,113547,327901
7,67391,69631,2103295,4411391,65792,5509119,110429,315028
8,68351,99071,2115583,4464639,63488,5488639,127593,381000
9,68095,70975,1315839,3788799,66560,5464063,111044,276669
10,75327,110655,1773567,5357567,68096,5488639,122338,332704
11,72639,75967,1645567,2938879,64416,5488639,102526,248066
12,67839,111679,2148351,4427775,65536,5562367,128608,378986
13,67327,107135,1083391,3780607,65984,5484543,95770,237101
14,2885631,4065279,6631423,6631423,783360,6631423,3057578,1339043
15,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0
