timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,7847,11047,14055,1072127,1656,1076223,11899,63189
2,6967,9871,12895,1069055,1519,1071103,10154,56889
3,7159,9679,14143,1034751,1650,1070079,12567,74217
4,7187,9599,12767,1054719,1304,1062911,9929,52422
5,8127,13463,18127,1031679,2230,1049599,12357,59591
6,8223,12743,17183,1045503,2130,1074175,13160,67656
7,8367,10967,15983,1061887,1682,1080319,11718,59477
8,9223,12583,18383,1065983,1611,1067007,11534,46694
9,8043,10655,14687,1037823,1928,1053695,10679,51253
10,7239,9375,13791,1063935,2224,1074175,12035,70817
11,9231,13175,18463,1065983,2009,1073151,13519,65041
12,8139,10767,15335,1057791,2514,1063935,11095,55020
13,9511,13327,19295,1065983,1928,1072127,12900,56784
14,8115,11159,15583,1047039,1585,1067007,13392,73177
15,8631,10991,15351,1063935,1552,2059263,11806,63212
16,8479,12295,18175,1065983,1464,1074175,12630,63158
17,8159,12887,18223,1069055,1548,1072127,14269,75001
18,9695,13239,18991,1042431,1686,1057791,11498,40671
19,8615,12455,18847,1060863,2013,2066431,14567,77209
20,7715,10319,14159,1041919,2284,1048063,11252,59705
21,7627,10023,14375,1038335,1319,1044991,11332,62578
22,7123,9015,13279,1039871,2658,1069055,12456,75311
23,7999,10943,15175,1022975,1307,1039871,11400,59407
24,8183,11767,17295,1069055,1543,1076223,13455,72740
25,7411,9919,13359,1050623,1765,1053695,11566,65143
26,9255,13495,19423,1062911,1743,1072127,13929,65833
27,9951,15191,20479,1035263,1714,1073151,11874,38726
28,8215,13119,18287,1071103,1939,1075199,14091,76094
29,10623,14295,19983,27039,1634,1095679,10828,12627
30,8383,11727,15887,1068031,1546,1073151,11214,54760
