timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,10047,12615,16247,19183,85,21967,9760,2821
2,10047,12775,16751,18575,91,21935,9943,2726
3,9927,11487,14847,18687,88,20111,9701,2268
4,11799,14647,19151,22159,74,25311,11592,2960
5,12239,14287,19615,24751,104,27103,12089,2867
6,12063,14895,18047,19967,97,21359,11945,2947
7,13215,15487,17967,19599,105,24383,12863,2940
8,15207,19263,22447,27567,99,30607,14895,3916
9,12783,17103,21199,22911,93,27375,13098,3479
10,12847,15583,18591,21119,81,23791,12586,3144
11,12823,14839,18415,20223,104,21839,12400,2910
12,12527,144895,150783,152063,97,152191,29091,43650
13,155519,161535,165119,165759,144000,165887,154464,5946
14,148863,158463,160639,160767,145408,160767,149746,3768
15,147839,152703,154239,154495,144512,154495,147983,2349
16,144511,154879,156543,156671,141056,156671,146186,4350
17,150655,156799,160767,161151,146048,161279,151406,3634
18,147455,150911,160255,160767,139648,160895,146706,4506
19,147199,158079,162431,162943,142976,162943,148806,4752
20,145279,149503,151423,151423,142720,151423,145652,2359
21,146815,152447,154495,155007,141312,155135,146974,3309
22,146303,151423,153087,153215,141312,153343,146667,3412
23,149375,156159,160639,160895,144000,160895,150546,4095
24,152831,161023,162943,163199,147968,163327,153886,4189
25,149375,151423,154239,154751,144256,154751,149295,1758
26,144255,149759,152063,152319,139264,152319,144720,3339
27,143743,153855,155647,155775,138368,155775,145089,4651
28,148479,150655,152319,152703,143488,152959,148347,1873
29,144383,145663,147455,147711,141696,147711,144345,1176
30,148223,151679,154239,154495,140672,154495,147062,3822
