timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,508280,7554456,0,102156
2,508280,7554456,0,102164
3,508280,7554456,0,102164
4,508280,7554456,0,102168
5,508280,7554456,0,102180
6,508280,7554456,0,102184
7,508280,7554456,0,102196
8,508280,7554456,0,102204
9,508280,7554456,0,102204
10,508280,7554456,0,102236
11,508280,7554456,0,102244
12,508280,7554456,0,102248
13,508284,7554456,0,102248
14,508284,7554456,0,102256
15,508284,7554456,0,102256
16,508284,7554456,0,102256
17,508284,7554456,0,102268
18,508284,7554456,0,102276
19,508284,7554456,0,102284
20,514172,7554456,0,102636
21,514172,7554456,0,0
22,514172,7554456,0,0
23,506596,7554456,0,0
24,506596,7554456,0,0
25,506596,7554456,0,0
26,506596,7554456,0,0
27,506596,7554456,0,0
28,506596,7554456,0,0
29,506596,7554456,0,0
30,506596,7554456,0,0
