timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,0.0,0.0,0.0,0.5,1.5,2.0
2,7.5,33.5,41.0,21.0,34.0,55.0
3,6.0,34.5,40.5,11.5,19.5,31.0
4,6.0,34.5,40.5,13.0,20.0,33.0
5,6.0,33.5,39.5,22.5,26.5,49.0
6,7.0,34.5,41.5,13.5,19.0,32.5
7,6.5,34.0,40.5,13.5,18.0,31.5
8,6.5,34.0,40.5,19.0,22.5,41.5
9,6.5,32.5,39.0,18.5,22.5,41.0
10,6.5,34.5,41.0,11.5,20.5,32.0
11,5.5,35.0,40.5,16.5,26.0,42.5
12,7.5,33.0,40.5,16.0,30.0,46.0
13,6.5,34.0,40.5,13.0,19.0,32.0
14,7.0,34.0,41.0,14.0,26.5,40.5
15,5.0,32.5,37.5,16.5,177.5,194.0
16,7.0,34.5,41.5,15.5,158.0,173.5
17,6.5,32.0,38.5,14.0,185.0,199.0
18,6.0,35.0,41.0,14.5,20.5,35.0
19,6.0,34.5,40.5,12.5,20.5,33.0
20,6.5,35.0,41.5,13.5,22.0,35.5
21,5.5,32.5,38.0,-1943.0,-5708.5,-7651.5
22,2.0,12.0,14.0,0.0,0.0,0.0
23,2.0,10.0,12.0,0.0,0.0,0.0
24,0.5,1.0,1.5,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.5,0.5,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
