timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,54154,7103596796,54154.0,6774.518,0.054154
2,56274,7381685676,56274.0,7039.724,0.056274
3,55034,7219029916,55034.0,6884.603,0.055034
4,46941,6157438734,46941.0,5872.191,0.046941
5,44300,5811008200,44300.0,5541.809,0.044300
6,42791,5613066634,42791.0,5353.037,0.042791
7,43340,5685081160,43340.0,5421.716,0.043340
8,43687,5730598538,43687.0,5465.125,0.043687
9,41635,5461429490,41635.0,5208.425,0.041635
10,40099,5259946226,40099.0,5016.276,0.040099
11,37835,4962968290,37835.0,4733.055,0.037835
12,37989,4983169086,37989.0,4752.320,0.037989
13,39932,5238040168,39932.0,4995.384,0.039932
14,42586,5586175964,42586.0,5327.393,0.042586
15,39222,5144906628,39222.0,4906.565,0.039222
16,41972,5505635128,41972.0,5250.583,0.041972
17,45598,5981272052,45598.0,5704.186,0.045598
18,37866,4967034684,37866.0,4736.933,0.037866
19,40994,5377346956,40994.0,5128.238,0.040994
20,16857,2211200118,16857.0,2108.765,0.016857
21,6771,888179154,6771.0,847.034,0.006771
22,6499,852499826,6499.0,813.007,0.006499
23,6816,894081984,6816.0,852.663,0.006816
24,6797,891589678,6797.0,850.286,0.006797
25,6732,883063368,6732.0,842.155,0.006732
26,6882,902739468,6882.0,860.919,0.006882
27,6667,874537058,6667.0,834.024,0.006667
28,6717,881095758,6717.0,840.278,0.006717
29,6749,885293326,6749.0,844.282,0.006749
30,6744,884637456,6744.0,843.656,0.006744
