timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,127,163,212,271,70,788,131,26
2,126,162,221,313,72,1064,131,28
3,125,159,205,261,73,1097,129,27
4,151,228,354,657,75,1417,163,56
5,170,246,348,587,86,1995,181,56
6,188,283,415,716,82,3557,202,82
7,187,300,464,1009,88,2849,207,91
8,178,261,368,568,87,3829,190,76
9,181,268,5723,6583,87,9463,373,995
10,5531,5611,5691,5795,5316,5795,5528,68
11,5531,5803,6163,6235,5292,6267,5564,162
12,5499,5675,6039,6859,5308,6899,5529,140
13,5491,5587,5675,5743,5268,5755,5493,71
14,5599,5923,6211,7959,5336,8319,5655,243
15,5527,5683,6167,6331,5324,6339,5551,126
16,5483,5691,6015,6171,5292,6171,5514,137
17,5655,5967,6531,7515,5348,8935,5705,236
18,5615,5899,6007,6103,5420,6107,5669,148
19,5531,5655,6055,6163,5368,6279,5554,112
20,5519,5611,5699,5787,5304,5795,5519,70
21,5515,5619,5731,5783,5324,5811,5519,74
22,5543,5679,5931,5999,5328,6179,5558,106
23,5611,5963,6227,6603,5380,6695,5675,194
24,5583,5775,6015,6103,5380,6115,5610,116
25,5563,5643,5723,5919,5404,6195,5567,61
26,5563,5643,5707,5727,5420,5731,5566,55
27,5539,5639,5731,5787,5328,5787,5539,75
28,5547,5643,5703,5727,5348,5735,5547,70
29,5539,5651,5855,5915,5348,5923,5549,90
30,5559,5771,5987,6071,5328,6123,5585,130
