timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,109,148,206,299,60,798,115,28
2,108,146,203,306,59,878,113,28
3,106,142,193,282,58,1006,111,27
4,131,200,346,819,52,2177,144,61
5,149,219,356,682,72,1538,160,55
6,161,250,423,897,75,2765,176,72
7,160,252,407,1101,74,4971,177,95
8,148,217,335,710,72,1126,159,53
9,150,224,355,695,65,4127,162,70
10,173,1514,1645,2233,75,3965,494,585
11,1546,1655,1765,1827,1394,1886,1557,70
12,1519,1583,1675,3435,1364,3635,1526,88
13,1519,1587,1713,2022,1357,2169,1525,56
14,1544,1612,1677,1768,1402,1853,1545,52
15,1560,1640,1831,1882,1389,1909,1573,74
16,1515,1604,1761,1975,1336,2019,1526,65
17,1518,1613,1862,4093,1387,4607,1537,139
18,1523,1593,1681,3575,1401,3645,1531,94
19,1561,1634,1704,2555,1357,2599,1564,69
20,1524,1586,1664,1763,1392,1792,1527,47
21,1557,1648,1805,1867,1398,2095,1567,73
22,1532,1598,1676,1783,1403,1887,1534,51
23,1515,1599,1786,3695,1395,3821,1530,109
24,1555,1648,1765,1901,1383,1945,1564,65
25,1562,1656,1795,1953,1280,2011,1567,73
26,1527,1612,1735,1863,1379,1911,1535,60
27,1527,1594,1665,1788,1383,1837,1531,47
28,1532,1632,1795,1925,1376,1961,1547,71
29,1534,1606,1776,3803,1335,4135,1543,107
30,1542,1613,1699,1810,1398,1900,1546,52
