timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1420,211,1795,201
2,72830,8194,150741,9823
3,73856,8417,151898,9613
4,73589,8580,151152,10238
5,72571,8659,148986,10413
6,73628,8684,152565,10158
7,73512,8956,151439,10548
8,73397,8902,152356,10723
9,73576,9112,152460,10745
10,73745,9107,151376,10661
11,73511,9376,151847,10789
12,73253,9427,151959,11159
13,73530,9469,151484,11097
14,73616,9656,152396,11017
15,73159,9274,147033,10766
16,73344,9412,151676,11302
17,72463,9424,148718,11479
18,73168,9742,151513,11486
19,72323,10085,148052,11694
20,72450,9804,149800,11594
21,72734,10084,149784,11553
22,46502,6306,-4706308,-327053
23,26,0,0,0
24,26,0,0,0
25,26,0,0,0
26,23,-17,0,0
27,26,0,0,0
28,26,0,0,0
29,26,0,0,0
30,26,0,0,0
