timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,56,67,86,138,48,656,58,10
2,55,65,89,137,46,183,56,8
3,56,66,82,140,48,563,58,8
4,67,105,140,180,48,851,73,23
5,90,132,178,295,58,1124,95,32
6,86,135,181,308,58,1585,95,39
7,89,135,177,229,57,1326,95,33
8,375,428,478,603,58,1230,280,158
9,381,405,440,497,356,1553,385,28
10,380,410,440,500,354,966,383,21
11,387,415,440,473,361,501,391,16
12,387,415,450,509,361,914,390,20
13,383,416,454,489,354,521,388,19
14,380,408,438,482,352,562,384,16
15,379,400,432,532,350,2477,382,47
16,379,424,448,488,355,505,387,23
17,377,410,447,496,354,521,381,18
18,377,408,442,550,347,933,381,22
19,415,437,462,520,360,546,405,27
20,378,405,443,477,356,502,382,17
21,386,419,453,511,355,541,390,20
22,376,417,448,522,344,578,381,22
23,379,412,445,516,351,548,384,19
24,386,430,455,542,361,626,393,23
25,384,433,457,533,355,663,395,26
26,383,422,448,488,358,596,390,21
27,380,409,444,478,358,577,384,17
28,382,425,453,496,354,2575,391,49
29,386,412,446,511,354,671,388,18
30,380,407,441,495,352,519,383,17
