timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,527980,7545444,0,101480
2,527980,7545444,0,101508
3,527980,7545444,0,101512
4,527980,7545444,0,101516
5,527980,7545444,0,101536
6,527980,7545444,0,101544
7,527980,7545444,0,101544
8,527980,7545444,0,101544
9,527980,7545444,0,101548
10,527980,7545444,0,101560
11,527980,7545444,0,101572
12,527980,7545444,0,101576
13,527980,7545444,0,101576
14,527980,7545444,0,101596
15,527980,7545444,0,101608
16,527980,7545444,0,101608
17,527980,7545444,0,101608
18,527980,7545444,0,101612
19,527980,7545444,0,101624
20,527980,7545444,0,101640
21,527980,7545444,0,101644
22,527980,7545444,0,101644
23,527980,7545444,0,101644
24,527980,7545444,0,101644
25,527980,7545444,0,0
26,527980,7545444,0,0
27,527980,7545444,0,0
28,527980,7545444,0,0
29,527980,7545444,0,0
30,527980,7545444,0,0
