timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1308,383,861,386
2,25618,7025,24210,7954
3,26804,6960,24945,7867
4,26285,7103,24633,8328
5,25101,7069,23329,8129
6,25812,7297,24038,8090
7,25800,7168,24604,8721
8,26155,7083,24500,7690
9,26140,7124,24549,8135
10,24920,6873,24141,8520
11,27507,6942,24992,8026
12,28210,6937,25978,7623
13,618,170,0,0
14,42,0,0,0
15,44,0,0,0
16,42,0,0,0
17,44,0,0,0
18,43,0,0,0
19,42,0,0,0
20,43,0,0,0
21,42,0,0,0
22,44,0,0,0
23,43,0,0,0
24,42,0,0,0
25,43,0,0,0
26,43,0,0,0
27,44,0,0,0
28,42,0,0,0
29,43,0,0,0
30,43,0,0,0
