timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,693,199,975,210
2,26880,7999,54563,6734
3,26728,7924,54048,6828
4,26494,7847,55146,6859
5,25958,7907,53680,6761
6,26503,7935,55006,6761
7,26279,8257,55063,6775
8,26769,7937,54341,6732
9,26465,7782,53720,6636
10,26579,7953,54607,6885
11,26604,7953,54568,6647
12,26560,8149,54279,6767
13,26210,8137,54738,6958
14,26543,8216,55008,6852
15,27180,8286,54366,6664
16,26477,7933,53685,6769
17,25662,8180,53395,6831
18,25753,8084,53896,6704
19,26741,7976,53942,6908
20,26497,8423,54681,6794
21,26434,8356,54303,6710
22,3582,1066,0,0
23,26,0,0,0
24,27,0,0,0
25,26,1,0,0
26,26,0,0,0
27,28,0,0,0
28,26,0,0,0
29,27,0,0,0
30,26,0,0,0
