timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,58,69,92,141,49,730,60,11
2,57,68,94,142,49,175,59,9
3,55,65,81,139,48,599,56,8
4,70,107,147,196,48,939,76,25
5,87,129,173,220,58,3039,92,40
6,88,141,189,285,58,4195,97,56
7,88,130,169,209,59,896,93,27
8,379,409,455,1211,58,1928,336,123
9,379,409,436,492,353,908,383,20
10,378,413,452,484,349,507,384,19
11,378,403,449,579,352,1405,382,33
12,381,422,453,503,353,510,387,21
13,375,401,435,487,355,492,379,15
14,377,418,447,508,355,1412,384,29
15,380,419,451,491,354,497,385,20
16,379,414,463,811,350,2541,385,52
17,379,406,446,528,353,644,383,18
18,382,417,444,481,352,493,386,19
19,377,407,444,482,352,601,382,19
20,375,414,444,488,353,504,381,19
21,379,426,450,486,354,553,388,23
22,382,431,450,479,358,506,390,24
23,380,404,446,503,353,538,383,18
24,380,424,459,483,355,507,386,22
25,377,426,457,501,352,685,387,25
26,386,428,460,507,356,1401,392,30
27,382,430,450,486,359,656,391,23
28,381,413,453,478,354,2463,386,45
29,380,421,446,481,358,507,386,20
30,382,411,440,472,352,1073,385,22
