timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,501568,7545444,0,612996
2,501568,7545444,0,612996
3,501568,7545444,0,612996
4,501568,7545444,0,612996
5,501576,7545444,0,612996
6,501576,7545444,0,612996
7,501576,7545444,0,612996
8,501580,7545444,0,612996
9,501580,7545444,0,612996
10,501584,7545444,0,613052
11,502260,7545444,0,613116
12,502260,7545444,0,613116
13,502260,7545444,0,613116
14,502264,7545444,0,613116
15,502264,7545444,0,613428
16,502264,7545444,0,613428
17,502264,7545444,0,613428
18,502264,7545444,0,613428
19,502268,7545444,0,613964
20,502268,7545444,0,613988
21,502268,7545444,0,613988
22,502268,7545444,0,613988
23,502268,7545444,0,613988
24,502272,7545444,0,614440
25,502272,7545444,0,0
26,502272,7545444,0,0
27,502272,7545444,0,0
28,502272,7545444,0,0
29,502272,7545444,0,0
30,502272,7545444,0,0
