timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,240,7,920,2
2,18771,77,72990,58
3,18998,65,71845,66
4,19287,95,75291,86
5,19285,83,75421,73
6,18824,71,72232,73
7,19285,69,76320,71
8,18914,60,74543,74
9,19115,85,75467,71
10,18618,81,72118,79
11,19019,93,72724,62
12,19102,62,74608,61
13,19327,75,75698,68
14,18801,111,72524,72
15,18583,69,72451,62
16,18803,68,71119,70
17,18763,66,72126,69
18,19102,82,74721,60
19,19146,84,75295,69
20,19567,72,77349,75
21,19453,82,76864,57
22,18916,74,73935,61
23,18813,75,73195,72
24,15969,69,61915,52
25,26,0,0,0
26,26,0,0,0
27,26,0,0,0
28,28,0,0,0
29,26,0,0,0
30,26,0,0,0
