timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,85,93,111,159,74,172,86,7
2,85,96,125,162,73,823,87,11
3,86,95,126,163,73,605,87,10
4,105,147,191,262,75,1088,110,30
5,126,179,242,377,85,1578,134,42
6,125,184,250,451,87,3501,135,62
7,123,170,216,268,84,3139,130,47
8,94,116,171,246,80,676,98,19
9,92,101,156,172,77,200,93,10
10,92,103,136,171,79,697,93,11
11,90,99,131,170,76,241,91,9
12,91,103,158,175,76,1066,94,15
13,92,100,142,171,81,199,93,9
14,91,103,147,171,78,683,93,12
15,91,103,127,169,81,192,93,8
16,93,104,154,174,80,196,95,10
17,92,102,132,183,77,727,94,11
18,92,102,133,168,79,181,93,9
19,90,100,128,166,78,193,92,8
20,92,103,143,171,81,750,94,11
21,93,105,162,175,80,187,95,11
22,93,105,141,178,79,851,95,12
23,93,103,150,172,79,189,94,10
24,92,101,132,168,80,796,93,11
25,91,102,139,169,80,416,92,10
26,89,100,144,170,77,197,91,10
27,89,100,136,179,78,762,91,12
28,91,104,141,172,79,209,93,10
29,92,101,130,168,79,185,94,8
30,90,101,134,172,78,738,92,11
