timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,46,55,70,108,42,139,48,6
2,46,56,74,106,42,583,47,7
3,47,57,74,108,41,137,48,7
4,66,99,132,160,42,592,69,21
5,78,118,160,215,50,3031,84,40
6,82,128,176,264,51,3277,90,54
7,80,122,162,216,51,2275,86,38
8,55,70,111,141,48,739,58,12
9,55,69,83,120,48,139,57,7
10,54,65,77,115,48,135,56,6
11,52,64,84,121,47,765,54,9
12,55,67,92,131,47,294,57,8
13,54,68,82,130,48,148,56,8
14,55,68,80,120,48,816,57,11
15,54,69,85,133,47,2873,57,25
16,54,68,80,119,47,151,56,8
17,55,69,83,132,48,750,57,10
18,54,66,79,114,48,174,56,6
19,53,63,81,131,47,775,55,9
20,54,66,80,126,48,359,56,8
21,54,66,83,123,47,223,56,7
22,54,67,81,130,48,926,56,10
23,54,68,79,114,48,142,56,7
24,56,70,84,124,48,143,59,8
25,56,69,84,131,48,766,58,10
26,56,72,100,136,47,209,59,10
27,53,67,88,122,46,762,55,10
28,55,69,92,138,47,692,57,10
29,54,67,82,128,47,171,56,8
30,54,68,86,124,47,839,56,10
