timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,122,148,174,210,55,1632,121,29
2,142,192,291,706,60,1498,148,49
3,121,149,176,215,57,1008,121,26
4,122,148,174,209,54,606,120,23
5,122,150,192,239,59,544,122,24
6,122,150,178,210,58,954,121,25
7,122,149,175,207,56,655,121,23
8,122,150,177,216,58,585,121,24
9,122,150,178,217,56,902,121,26
10,122,149,176,221,56,539,121,23
11,122,149,175,208,58,878,121,24
12,122,149,176,209,54,610,121,23
13,121,149,175,207,56,610,120,23
14,121,149,175,214,54,1049,121,25
15,121,149,176,212,58,577,120,23
16,122,149,176,212,57,589,121,23
17,122,150,177,218,57,1078,121,25
18,122,149,176,207,59,585,121,23
19,122,149,176,206,55,587,121,23
20,122,149,175,215,57,1043,121,25
21,122,149,176,207,60,586,121,23
22,121,149,176,214,53,1204,121,24
23,122,149,176,216,58,943,121,25
24,122,149,175,205,54,653,121,23
25,123,150,177,210,55,690,121,24
26,122,150,178,220,58,1083,121,25
27,122,149,176,220,58,540,121,23
28,122,150,177,214,57,984,121,24
29,123,153,217,250,55,517,123,27
30,123,149,177,214,59,635,122,23
