timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,0.0,0.0,0.0,0.5,1.5,2.0
2,7.5,32.5,40.0,14.0,28.5,42.5
3,7.5,31.5,39.0,9.5,14.5,24.0
4,7.5,32.0,39.5,9.5,13.5,23.0
5,7.0,32.5,39.5,18.0,21.0,39.0
6,6.0,33.5,39.5,13.0,15.0,28.0
7,6.5,33.0,39.5,8.5,15.0,23.5
8,7.5,32.5,40.0,15.0,19.0,34.0
9,6.5,33.0,39.5,12.0,17.0,29.0
10,7.0,32.5,39.5,8.5,15.5,24.0
11,7.5,32.0,39.5,12.5,18.5,31.0
12,7.0,32.5,39.5,10.0,15.0,25.0
13,7.0,32.0,39.0,8.5,16.0,24.5
14,8.5,30.0,38.5,11.5,195.5,207.0
15,8.0,32.0,40.0,10.0,219.0,229.0
16,7.0,33.0,40.0,9.5,91.5,101.0
17,6.5,32.5,39.0,12.0,142.0,154.0
18,8.0,33.0,41.0,11.5,191.5,203.0
19,7.5,33.5,41.0,10.0,196.5,206.5
20,8.0,31.5,39.5,11.0,230.5,241.5
21,6.0,33.0,39.0,10.0,242.5,252.5
22,7.0,33.5,40.5,10.5,118.5,129.0
23,7.5,32.0,39.5,11.5,154.5,166.0
24,7.0,31.0,38.0,12.5,264.5,277.0
25,6.5,33.5,40.0,10.0,102.0,112.0
26,8.0,31.0,39.0,10.5,273.5,284.0
27,7.0,28.5,35.5,-1395.5,-5619.0,-7014.5
28,5.5,23.5,29.0,0.0,0.0,0.0
29,0.0,4.0,4.0,0.0,0.0,0.0
30,1.0,3.0,4.0,0.0,0.0,0.0
