timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1644,347,1337,580
2,76033,12135,58389,19863
3,76234,11928,58399,21055
4,75697,12792,58585,19327
5,74624,13091,57314,20548
6,75902,13151,58219,20528
7,75741,12114,58436,19693
8,76056,12948,57448,20085
9,74839,13233,57024,19439
10,75253,13794,56540,20464
11,75812,13274,57767,19134
12,75944,13110,57939,19822
13,75408,13223,60125,20450
14,75165,12875,55992,21982
15,75309,13234,56528,20478
16,75378,13128,56268,20369
17,73934,13191,57593,20585
18,74469,12971,57618,20960
19,74180,12439,57821,20299
20,73994,13171,56480,21884
21,50968,9172,38441,13601
22,26,0,0,0
23,26,0,0,0
24,27,0,0,0
25,26,0,0,0
26,28,0,0,0
27,26,0,0,0
28,26,0,0,0
29,27,0,0,0
30,26,0,0,0
