timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,13131,6885765090,13131.0,6566.777,0.013131
2,13235,6940301650,13235.0,6618.787,0.013235
3,11132,5837509480,11132.0,5567.083,0.011132
4,12159,6376058010,12159.0,6080.683,0.012159
5,13038,6836996820,13038.0,6520.268,0.013038
6,11736,6154241040,11736.0,5869.142,0.011736
7,11705,6137984950,11705.0,5853.639,0.011705
8,12393,6498765270,12393.0,6197.706,0.012393
9,11595,6080302050,11595.0,5798.628,0.011595
10,11535,6048838650,11535.0,5768.622,0.011535
11,10778,5651875420,10778.0,5390.048,0.010778
12,11883,6231326370,11883.0,5942.656,0.011883
13,9036,4738388040,9036.0,4518.879,0.009036
14,10856,5692777840,10856.0,5429.056,0.010856
15,13632,7148484480,13632.0,6817.326,0.013632
16,12064,6326240960,12064.0,6033.174,0.012064
17,10379,5442643810,10379.0,5190.510,0.010379
18,11004,5770387560,11004.0,5503.070,0.011004
19,12794,6710618830,12794.0,6399.745,0.012794
20,12706,6661326170,12706.0,6352.736,0.012706
21,10746,5635094940,10746.0,5374.045,0.010746
22,11483,6021570370,11483.0,5742.617,0.011483
23,10839,5683863210,10839.0,5420.554,0.010839
24,14016,7349850240,14016.0,7009.363,0.014016
25,14098,7392850220,14098.0,7050.371,0.014098
26,12678,6648216420,12678.0,6340.233,0.012678
27,14276,7486191640,14276.0,7139.389,0.014276
28,12404,6504533560,12404.0,6203.207,0.012404
29,12383,6493521370,12383.0,6192.705,0.012383
30,13436,7045704040,13436.0,6719.307,0.013436
