timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1870,616,1169,429
2,57288,10827,38221,10129
3,57025,10858,38033,10352
4,58182,11092,39104,10495
5,58375,11332,40933,10347
6,58509,10860,39316,10323
7,58042,11243,39526,10374
8,60590,11082,40328,9853
9,59921,11098,41008,10141
10,58873,11073,39113,10274
11,57922,10928,38875,9901
12,58826,11341,39021,10352
13,58592,10906,39834,10319
14,58262,11251,39230,10407
15,58825,10887,39912,10401
16,58030,11019,38383,10186
17,58084,10683,38830,10007
18,58876,10690,39493,10149
19,56153,10840,39482,9552
20,26,0,0,0
21,26,0,0,0
22,29,0,0,0
23,26,0,0,0
24,26,0,0,0
25,26,0,0,0
26,26,0,0,0
27,29,0,0,0
28,26,0,0,0
29,26,0,0,0
30,26,0,0,0
