syscall_name,count,errors,total_time_us,avg_time_us,pct_time
accept,103752,0,541705,5,0.12
shutdown,94325,0,2260692,23,0.50
futex,45190,0,238829024,5284,53.28
restart_syscall,6,0,925267,154211,0.21
