timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,103900,11207060,0,100512
2,103900,11207060,0,100520
3,103900,11207060,0,100524
4,103916,11207060,0,100548
5,103932,11207060,0,100548
6,103932,11207060,0,100560
7,103932,11207060,0,100588
8,103932,11207060,0,100588
9,103932,11207060,0,100588
10,103936,11207060,0,100596
11,103960,11207060,0,100620
12,103960,11207060,0,100624
13,103968,11207060,0,100632
14,103968,11207060,0,100632
15,103972,11207060,0,100640
16,103972,11207060,0,100656
17,103980,11207060,0,100660
18,104000,11207060,0,100660
19,104000,11207060,0,100660
20,104000,11207060,0,100684
21,104000,11207060,0,100684
22,104000,11207060,0,100684
23,104000,11207060,0,100684
24,104008,11207060,0,100692
25,104008,11207060,0,100692
26,104008,11207060,0,100696
27,104008,11207060,0,100696
28,104008,11207060,0,100704
29,104008,11207060,0,100720
30,104056,11207060,0,0
