timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,505028,7554456,0,103164
2,505028,7554456,0,103192
3,505028,7554456,0,103192
4,505028,7554456,0,103192
5,505040,7554456,0,103196
6,505036,7554456,0,103204
7,505036,7554456,0,103208
8,505036,7554456,0,103224
9,505036,7554456,0,103228
10,505036,7554456,0,103228
11,505036,7554456,0,103228
12,505072,7554456,0,103292
13,505072,7554456,0,103292
14,505072,7554456,0,103292
15,505072,7554456,0,103292
16,505072,7554456,0,103300
17,505072,7554456,0,103312
18,505072,7554456,0,103316
19,505072,7554456,0,103316
20,505136,7554456,0,103320
21,505136,7554456,0,103320
22,505172,7554456,0,103320
23,505172,7554456,0,0
24,505172,7554456,0,0
25,505172,7554456,0,0
26,505172,7554456,0,0
27,505172,7554456,0,0
28,505172,7554456,0,0
29,505172,7554456,0,0
30,505172,7554456,0,0
