timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,70382,295322872,70382.0,281.642,0.070382
2,72068,302397328,72068.0,288.389,0.072068
3,72428,303907888,72428.0,289.829,0.072428
4,57925,243053300,57925.0,231.794,0.057925
5,51609,216551364,51609.0,206.519,0.051609
6,47491,199272236,47491.0,190.041,0.047491
7,47933,201126868,47933.0,191.810,0.047933
8,46822,196465112,46822.0,187.364,0.046822
9,50526,212007096,50526.0,202.186,0.050526
10,19261,80819156,19261.0,77.075,0.019261
11,6645,27882420,6645.0,26.591,0.006645
12,6834,28675464,6834.0,27.347,0.006834
13,6836,28683856,6836.0,27.355,0.006836
14,6619,27773324,6619.0,26.487,0.006619
15,6627,27806892,6627.0,26.519,0.006627
16,6543,27454428,6543.0,26.183,0.006543
17,6757,28352372,6757.0,27.039,0.006757
18,6682,28037672,6682.0,26.739,0.006682
19,6642,27869832,6642.0,26.579,0.006642
20,6601,27697796,6601.0,26.415,0.006601
21,6692,28079632,6692.0,26.779,0.006692
22,6634,27836264,6634.0,26.547,0.006634
23,6710,28155160,6710.0,26.851,0.006710
24,6862,28792952,6862.0,27.459,0.006862
25,6670,27987320,6670.0,26.691,0.006670
26,6686,28054456,6686.0,26.755,0.006686
27,6638,27853048,6638.0,26.563,0.006638
28,6578,27601288,6578.0,26.323,0.006578
29,6474,27164904,6474.0,25.906,0.006474
30,6761,28369156,6761.0,27.055,0.006761
