timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,114,153,214,322,65,845,120,28
2,113,153,214,417,58,1006,119,32
3,112,148,204,313,61,784,117,27
4,136,211,364,754,64,1127,150,58
5,157,234,373,801,79,1129,170,60
6,170,265,428,955,75,3129,186,85
7,165,264,464,992,79,3219,184,93
8,174,269,436,809,80,1185,189,71
9,162,238,359,653,72,3741,174,71
10,179,1506,1710,1953,74,3971,498,583
11,1482,1572,1697,1886,1376,1973,1492,63
12,1447,1496,1602,2399,1346,2453,1451,56
13,1443,1507,1603,1752,1288,1857,1450,46
14,1483,1633,1715,1833,1362,1905,1498,75
15,1483,1587,1749,1807,1349,1827,1496,70
16,1483,1670,1755,3709,1342,3811,1515,129
17,1436,1625,1785,1836,1322,1856,1467,88
18,1465,1608,1767,1860,1318,1911,1484,85
19,1475,1619,1695,1802,1257,1845,1492,72
20,1483,1611,1747,1805,1312,1892,1502,78
21,1465,1550,1767,3469,1266,3635,1481,104
22,1468,1657,1769,2489,1326,2549,1494,99
23,1468,1550,1686,1714,1294,1756,1477,63
24,1431,1515,1734,1848,1285,1975,1444,68
25,1475,1562,1766,1875,1235,1905,1486,76
26,1470,1586,1766,1822,1332,1846,1482,84
27,1442,1733,1783,3709,1329,3899,1494,152
28,1481,1663,1755,1820,1331,1838,1506,90
29,1503,1700,1783,1892,1382,1984,1531,92
30,1456,1540,1655,1844,1332,1920,1466,58
