timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,4.3,87.8,92.0,4.1,0.3,4.4
2,4.3,94.0,98.3,4.1,0.3,4.4
3,4.3,100.3,104.5,4.1,0.3,4.4
4,4.3,106.5,110.8,4.2,0.3,4.4
5,4.3,112.8,117.1,4.2,0.3,4.4
6,4.4,119.1,123.6,4.2,0.3,4.4
7,4.4,125.5,129.9,4.2,0.3,4.4
8,4.5,131.8,136.3,4.2,0.3,4.5
9,4.5,138.2,142.7,4.3,0.3,4.6
10,4.6,144.5,149.1,4.3,0.3,4.6
11,4.6,150.8,155.4,4.3,0.3,4.6
12,4.6,157.0,161.6,4.3,0.3,4.6
13,4.6,163.3,167.9,4.3,0.3,4.6
14,4.6,169.6,174.2,4.3,0.3,4.6
15,4.6,175.9,180.6,4.3,0.3,4.6
16,4.6,182.3,186.9,4.3,0.3,4.6
17,4.7,188.6,193.3,4.3,0.3,4.6
18,4.7,195.0,199.7,4.3,0.3,4.6
19,4.7,201.4,206.1,4.3,0.3,4.6
20,4.8,207.7,212.4,4.3,0.3,4.6
21,4.8,214.1,218.8,4.3,0.3,4.6
22,4.8,220.4,225.2,4.4,0.3,4.7
23,4.8,226.8,231.6,4.4,0.3,4.7
24,4.8,233.2,238.0,4.4,0.3,4.7
25,4.8,239.4,244.3,0.0,0.0,0.0
26,4.8,245.8,250.6,0.0,0.0,0.0
27,4.8,252.0,256.8,0.0,0.0,0.0
28,4.8,258.3,263.1,0.0,0.0,0.0
29,4.8,264.6,269.4,0.0,0.0,0.0
30,4.8,270.8,275.6,0.0,0.0,0.0
