timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,343996,4996156,0,102580
2,343996,4996156,0,102600
3,343996,4996156,0,102604
4,343996,4996156,0,102604
5,343996,4996156,0,102636
6,344892,4996156,0,102636
7,344892,4996156,0,102640
8,344148,4996156,0,102644
9,344148,4996156,0,102644
10,344148,4996156,0,102652
11,344148,4996156,0,102668
12,344148,4996156,0,102668
13,344148,4996156,0,102668
14,344148,4996156,0,102672
15,344156,4996156,0,102708
16,344156,4996156,0,102708
17,344156,4996156,0,102716
18,344156,4996156,0,102720
19,344156,4996156,0,102720
20,344156,4996156,0,102720
21,344156,4996156,0,102732
22,344156,4996156,0,102748
23,344156,4996156,0,102752
24,344184,4996156,0,102756
25,344184,4996156,0,0
26,344184,4996156,0,0
27,344184,4996156,0,0
28,344184,4996156,0,0
29,344184,4996156,0,0
30,344184,4996156,0,0
