timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,112255,120383,130175,133759,1306,135679,112475,10843
2,112639,122175,136191,141055,1273,142591,112713,12784
3,107391,131007,164735,172287,1305,177791,108632,19365
4,112831,149375,188671,204799,1001,272383,115031,26175
5,115839,126527,160895,175231,1339,187903,115444,16034
6,119039,125183,143999,151551,1243,157951,118716,13785
7,117311,123775,134015,139775,1123,145151,117164,11540
8,117247,122111,129087,133375,1223,138111,116179,13496
9,114879,137599,199039,210303,971,261631,116162,21927
10,118911,124735,132863,172415,1264,185727,117340,15002
11,117247,122687,129855,135551,1205,137343,115873,13797
12,118591,125503,152575,159103,1138,161151,118344,13228
13,117951,125183,139775,158079,1318,160255,117131,13203
14,117823,124479,142847,152831,1456,157823,117680,13899
15,119935,128447,134399,140799,1290,147967,119179,14724
16,116479,124991,140799,148095,1313,152703,115786,13641
17,119039,126975,153599,166655,1410,171775,116301,20194
18,118847,134271,179327,188287,1379,194943,120023,18490
19,116095,122751,130047,136063,1349,140543,115897,11170
20,118207,124351,131071,136447,1370,140415,117028,14967
21,117887,124095,135935,142463,1364,148479,116818,15464
22,124031,131711,138495,143615,1390,152703,122923,16147
23,126719,133119,138751,142847,1124,152191,124864,17721
24,128063,134911,142079,148095,1253,149503,126621,16893
25,129151,136063,143743,153599,1293,158591,126699,16116
26,118847,127935,145791,155519,1447,158847,118207,13125
27,117759,124863,142079,147839,1125,155391,117192,15176
28,117567,123391,128959,133759,1309,137471,116973,12170
29,118911,126527,136831,141439,1463,147071,118153,15020
30,119487,126719,133759,138623,1285,148991,118916,14145
