timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,9247,15879,27087,37567,1368,43967,10286,4556
2,9143,15807,28447,36991,1184,45215,10207,4716
3,9263,15007,27679,35071,1715,38879,10111,4433
4,9543,15167,27023,37247,1563,41375,10418,4227
5,9839,16527,31343,40447,1239,45215,10858,5052
6,10215,16303,29279,38847,1189,46303,11167,4554
7,9639,16831,28495,38303,1014,42911,10673,4881
8,10023,14879,28543,39487,1601,51039,10846,4306
9,9663,16263,30863,38783,1095,41311,10772,4834
10,9967,15655,27103,37535,1355,48735,10809,4330
11,10511,14863,27423,37631,1420,41727,11148,3885
12,10567,14671,24447,32159,1167,36863,11055,3454
13,9519,16607,31343,39007,933,45791,10741,5247
14,9775,17311,32831,39647,247,43967,10980,5611
15,10175,15375,27295,37631,1112,42815,10852,4230
16,9815,15791,29263,38463,796,45663,10836,4635
17,9495,17359,31343,37343,1200,39519,10895,5273
18,9943,15463,28687,37311,1285,42463,10914,4413
19,10503,13823,21327,33951,1036,39839,10935,2871
20,9927,16159,31343,39039,641,42335,10976,4846
21,10471,15527,28559,38687,1225,46335,11257,4237
22,10983,15383,25167,34111,1358,40767,11629,3476
23,10687,16447,30271,42015,370,46687,11586,4642
24,10903,16735,30767,40543,979,43807,11902,4686
25,10487,16135,29359,38719,173,47743,11381,4500
26,10143,15271,30495,39071,1291,44575,11018,4509
27,9927,15647,28623,35007,1188,39679,10786,4498
28,9615,16655,29087,37855,1155,47327,10667,4832
29,10447,16167,30079,39135,1293,41919,11252,4674
30,11495,16511,29375,43263,1088,50719,12311,4181
