timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1197,228,1446,188
2,66491,11425,118033,13341
3,66599,11608,118515,13900
4,66359,11762,118334,13661
5,65667,11763,117027,13526
6,66713,12120,118908,14101
7,66857,11822,119946,13984
8,66718,12054,119565,14312
9,65216,10141,108436,12128
10,66568,12048,118605,14500
11,66165,12064,117418,14170
12,66421,12133,118199,14674
13,66200,11948,118659,14545
14,66311,11722,117161,14039
15,65950,12659,117806,14645
16,66210,12387,118282,14612
17,65207,12240,115948,14501
18,66126,12707,118077,14885
19,65165,12389,115145,14557
20,65244,12021,115055,14134
21,65816,11977,116578,14654
22,2779,492,0,0
23,26,0,0,0
24,29,0,0,0
25,25,0,0,0
26,26,0,0,0
27,26,0,0,0
28,26,0,0,0
29,29,0,0,0
30,26,0,0,0
