timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,16943,18991,25183,28527,168,30847,16776,3298
2,16799,20543,25439,30415,70,33023,16586,3984
3,16703,18927,23631,25327,118,26623,16483,3177
4,18399,22239,30687,34207,153,39647,18423,4263
5,19279,21967,25535,31647,72,34143,18982,3743
6,19471,21999,26095,28911,153,31951,19124,3841
7,19695,22399,26719,31839,56,35871,19305,4000
8,19823,22671,27455,30431,136,34655,19294,4313
9,23615,26623,37215,47167,103,50847,23215,5188
10,20319,23935,27247,29119,65,32047,20090,4240
11,21551,29215,39327,51423,94,54495,22346,6609
12,19615,24783,28495,30543,65,33119,19964,4445
13,20479,22815,26591,30767,152,33311,19902,3995
14,22063,25391,32735,38943,96,42399,21240,5253
15,18879,21631,26175,29423,81,30863,18433,3995
16,21407,23679,26431,28255,73,30127,20773,4106
17,20463,23631,31631,34879,151,37375,19870,4801
18,17551,21135,24511,26559,104,28095,17354,3934
19,17055,19615,24479,27087,63,29359,16792,3511
20,17375,20671,25855,28975,57,31791,17043,3978
21,17295,20015,25391,29471,97,30575,16947,3778
22,16959,18799,25199,29183,63,31167,16656,3438
23,17055,20079,25423,29487,165,32191,16672,3927
24,17055,20879,26783,30415,206,31679,16724,4265
25,17023,19759,24751,30815,81,32303,16680,3735
26,17167,19535,24911,29615,52,31551,16863,3524
27,17087,19439,24287,29775,94,32703,16756,3585
28,17039,19567,25007,28607,66,31887,16708,3706
29,16959,19743,24831,30495,68,32335,16662,3703
30,17087,20127,25375,27343,190,28815,16758,3836
