timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,694,218,942,421
2,11621,2646,17775,3780
3,10732,1294,0,0
4,15194,3,0,0
5,15119,3,0,0
6,15205,-4,0,0
7,15218,2,0,0
8,14833,-42,0,0
9,15214,6,0,0
10,15208,2,0,0
11,15200,3,0,0
12,15208,3,0,0
13,15218,0,0,0
14,15230,1,0,0
15,15191,0,0,0
16,15205,5,0,0
17,15188,10,0,0
18,15211,2,0,0
19,15212,4,0,0
20,15207,1,0,0
21,15208,9,0,0
22,15228,1,0,0
23,15197,2,0,0
24,15215,2,0,0
25,15223,3,0,0
26,15210,2,0,0
27,15230,1,0,0
28,15236,0,0,0
29,15206,3,0,0
30,15214,4,0,0
