timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,817,208,1186,183
2,22564,3982,53560,6662
3,22790,4193,53837,6630
4,22514,4247,51480,6505
5,21495,4209,49721,6606
6,22613,2952,56285,4725
7,26647,263,39988,356
8,26792,99,38262,180
9,27175,121,39764,170
10,31493,439,86153,1121
11,21893,829,48484,14218
12,14958,409,9308,16821
13,15088,837,8955,13885
14,15516,2619,8702,3899
15,14926,856,10155,15460
16,20447,756,17736,32940
17,23105,743,18279,37811
18,23454,740,18959,38342
19,22617,928,17782,35496
20,15826,231,0,0
21,15186,5,0,0
22,15196,3,0,0
23,15207,3,0,0
24,15202,0,0,0
25,15207,1,0,0
26,15210,1,0,0
27,15206,2,0,0
28,15198,3,0,0
29,15204,2,0,0
30,15183,3,0,0
