timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,1262,2311,1027071,1231871,311,1441791,23560,150722
2,1246,2555,1025023,1065983,475,2054143,22687,146313
3,1222,1842,1029119,1441791,322,1477631,23363,151966
4,1453,3315,1023999,1064959,459,1427455,25645,154225
5,1563,2409,1023999,1230847,597,2087935,24559,153995
6,1680,2985,1027071,2079743,338,2256895,32324,194246
7,1587,2721,1025023,1057791,424,1071103,27933,161311
8,1983,4147,1022975,1057791,505,2089983,34786,178574
9,1661,3029,1023487,1067007,412,2051071,29723,166396
10,1850,3113,1020415,1065983,582,2052095,30637,168867
11,1609,3323,1023487,1064959,289,1257471,28900,163518
12,1960,3339,1025023,1068031,424,2096127,32555,173721
13,1531,2437,1020415,1065983,343,2050047,25735,155064
14,1713,3077,1025535,1067007,589,1437695,28943,163884
15,1660,3359,1026047,1233919,591,1522687,27360,156593
16,41247,42655,1879039,2289663,39872,2293759,102519,302332
17,42911,43903,2697215,2912255,40000,2914303,119277,423994
18,41439,42719,2506751,4374527,39360,4386815,96700,376234
19,41759,42655,1893375,4468735,39904,4513791,88399,343993
20,42079,42879,2299903,3825663,40480,5582847,90923,348990
21,41951,43135,2283519,4378623,40064,5419007,88319,356751
22,42463,47679,1720319,4403199,40608,4419583,87233,312061
23,42207,43327,2080767,3801087,40576,5554175,81652,316137
24,42175,43007,2283519,3790847,40704,3811327,99303,345677
25,42207,43295,1979391,4411391,40288,4513791,97919,352910
26,41695,42495,2091007,5419007,40224,5541887,81461,358185
27,42559,44159,2291711,3768319,40064,4505599,80585,306489
28,42207,44735,1902591,5545983,40736,5693439,93023,357698
29,42559,43487,2308095,5419007,39904,5419007,94174,362505
30,41983,43423,2330623,3762175,40128,5410815,98735,354961
