timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1305,432,994,386
2,31334,7858,23633,7102
3,31794,7893,23708,6509
4,31003,8042,24336,6964
5,31174,7930,24048,6883
6,30870,8139,24411,6622
7,31862,7850,24359,6655
8,31770,8036,24809,6971
9,31411,7682,24272,6929
10,31320,7911,24219,7002
11,31805,8184,24089,6959
12,31654,8061,24634,7431
13,31007,8000,24455,7362
14,31470,7950,24453,7750
15,21889,5483,18918,5301
16,26,0,0,0
17,26,0,0,0
18,27,0,0,0
19,27,0,0,0
20,26,0,0,0
21,27,0,0,0
22,25,0,0,0
23,27,0,0,0
24,28,0,0,0
25,26,0,0,0
26,26,0,0,0
27,26,0,0,0
28,27,0,0,0
29,28,0,0,0
30,26,0,0,0
