timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,18719,21391,26815,30559,160,32527,18168,4153
2,18367,21775,26303,29871,162,33759,17953,4384
3,18351,20399,24783,27535,146,29647,17825,3857
4,20671,24687,32543,35039,141,42527,20503,4832
5,20975,23423,25839,27855,188,30783,20659,4020
6,22079,25967,36991,42271,150,44927,21371,5950
7,21567,25007,31247,40831,176,43295,21035,4898
8,22399,26607,32735,36799,147,40415,21982,5131
9,25823,30383,36319,39327,162,45631,25102,5939
10,21503,24143,29247,33343,121,35391,20919,4530
11,26783,31727,34911,40639,181,47071,25851,5952
12,21631,24687,28527,35391,156,39391,20995,4661
13,23167,26015,30495,35615,189,39711,22377,5024
14,20799,23183,27791,31167,167,35167,20315,4319
15,22575,25647,35231,43999,156,47903,22060,5149
16,22703,25935,32767,40735,214,44159,22030,5012
17,19791,24351,30303,35679,175,37919,19587,4919
18,18735,20815,24223,26031,166,29311,18336,3715
19,19007,21471,25311,27327,177,31247,18610,3884
20,18975,20991,25215,30847,156,34111,18537,3706
21,18847,21903,27951,31471,179,34271,18285,4543
22,18719,22095,29759,32831,185,36479,18230,4643
23,18703,21231,24335,26767,177,29295,18248,3958
24,18735,20863,24655,27791,151,29823,18300,3713
25,19039,20831,25679,32959,203,34303,18495,3913
26,18895,21567,26447,27999,163,29663,18401,4168
27,18735,21471,26975,30671,171,34527,18280,4211
28,18655,21407,25343,28287,165,31215,18235,4056
29,18719,21407,25439,27023,196,29007,18282,3961
30,18975,20719,24527,27535,168,29535,18400,3791
