timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,80521,337866116,80521.0,322.214,0.080521
2,81723,342909708,81723.0,327.024,0.081723
3,81156,340530576,81156.0,324.755,0.081156
4,63059,264595564,63059.0,252.338,0.063059
5,62156,260806576,62156.0,248.725,0.062156
6,57852,242746992,57852.0,231.502,0.057852
7,58171,244085516,58171.0,232.778,0.058171
8,58294,244601624,58294.0,233.270,0.058294
9,62245,261180020,62245.0,249.081,0.062245
10,48275,202561900,48275.0,193.178,0.048275
11,1651,6927596,1651.0,6.607,0.001651
12,1674,7024104,1674.0,6.699,0.001674
13,1655,6944380,1655.0,6.623,0.001655
14,1659,6961164,1659.0,6.639,0.001659
15,1681,7053476,1681.0,6.727,0.001681
16,1627,6826892,1627.0,6.511,0.001627
17,1671,7011516,1671.0,6.687,0.001671
18,1652,6931792,1652.0,6.611,0.001652
19,1641,6885636,1641.0,6.567,0.001641
20,1639,6877244,1639.0,6.559,0.001639
21,1660,6965360,1660.0,6.643,0.001660
22,1639,6877244,1639.0,6.559,0.001639
23,1644,6898224,1644.0,6.579,0.001644
24,1667,6994732,1667.0,6.671,0.001667
25,1668,6998928,1668.0,6.675,0.001668
26,1671,7011516,1671.0,6.687,0.001671
27,1607,6742972,1607.0,6.431,0.001607
28,1591,6675836,1591.0,6.367,0.001591
29,1599,6709404,1599.0,6.399,0.001599
30,1609,6751364,1609.0,6.439,0.001609
