timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,170.1,442.9,613.1,4.1,0.4,4.5
2,170.8,448.4,619.2,4.2,0.4,4.6
3,171.4,453.9,625.3,4.2,0.4,4.6
4,172.3,459.1,631.4,4.2,0.4,4.6
5,173.1,464.4,637.5,4.2,0.4,4.6
6,173.8,469.9,643.7,4.3,0.4,4.6
7,174.6,475.2,649.8,4.3,0.4,4.6
8,175.3,480.6,655.9,4.3,0.4,4.6
9,175.9,486.1,662.1,4.3,0.4,4.6
10,176.7,491.4,668.1,4.3,0.4,4.6
11,177.4,496.8,674.2,4.3,0.4,4.6
12,178.0,502.3,680.3,4.3,0.4,4.7
13,178.7,507.6,686.3,4.3,0.4,4.7
14,179.4,512.9,692.4,4.3,0.4,4.7
15,180.1,518.4,698.5,4.3,0.4,4.7
16,180.7,524.1,704.8,4.3,0.4,4.7
17,181.4,529.6,710.9,4.3,0.4,4.7
18,183.8,535.1,718.9,4.4,0.4,4.8
19,184.6,540.3,724.9,4.4,0.4,4.8
20,185.3,545.4,730.8,4.4,0.4,4.8
21,185.9,550.7,736.6,4.4,0.4,4.8
22,186.1,552.4,738.5,0.0,0.0,0.0
23,186.1,552.4,738.5,0.0,0.0,0.0
24,186.1,552.4,738.6,0.0,0.0,0.0
25,186.1,552.4,738.6,0.0,0.0,0.0
26,186.1,552.4,738.6,0.0,0.0,0.0
27,186.1,552.4,738.6,0.0,0.0,0.0
28,186.1,552.4,738.6,0.0,0.0,0.0
29,186.1,552.5,738.6,0.0,0.0,0.0
30,186.1,552.5,738.6,0.0,0.0,0.0
