syscall_name,count,errors,total_time_us,avg_time_us,pct_time
read,2261426,0,118783303,52,21.08
futex,101819,0,405119742,3978,71.88
write,66512,0,3727170,56,0.66
shutdown,33259,0,1805670,54,0.32
rt_sigreturn,86,0,17423,202,0.00
restart_syscall,6,0,9619922,1603320,1.71
openat,5,0,277,55,0.00
