timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,360044,8476524,0,101256
2,360044,8476524,0,101280
3,360044,8476524,0,101280
4,360044,8476524,0,101280
5,360044,8476524,0,101296
6,360044,8476524,0,101300
7,360044,8476524,0,101304
8,360044,8476524,0,101324
9,360044,8476524,0,101324
10,360044,8476524,0,101328
11,360044,8476524,0,101332
12,360044,8476524,0,101352
13,360044,8476524,0,101368
14,360044,8476524,0,101368
15,360044,8476524,0,101372
16,360044,8476524,0,101384
17,360044,8476524,0,101384
18,386684,8476524,0,101404
19,386688,8476524,0,101404
20,382452,8476524,0,101408
21,382452,8476524,0,101408
22,382620,8476524,0,0
23,382620,8476524,0,0
24,382620,8476524,0,0
25,382624,8476524,0,0
26,382624,8476524,0,0
27,382664,8476524,0,0
28,382664,8476524,0,0
29,382664,8476524,0,0
30,382664,8476524,0,0
